fecha;DEM;WD;TEMP;TMAX229;TMAX230;TMAX237;TMAX417
01/09/2008;751.096589;1;24.225;33.6;30.6;29.3;23.3
02/09/2008;784.704484;2;24.45;30.7;30.4;30.2;25.8
03/09/2008;784.721254;3;24.7;29.6;28;36;26.5
04/09/2008;784.067472;4;24.175;30.8;26.1;36;25.2
05/09/2008;771.11298;5;22.575;28.4;22.6;32;25.3
06/09/2008;654.042176;6;23.35;28.4;23.6;31.4;25.7
07/09/2008;581.919712;7;20.1;30.6;25.4;27.1;26.1
08/09/2008;712.761693;1;22.55;31.8;29.9;27;26.5
09/09/2008;757.186336;2;24.075;32.4;28.9;29;25.8
10/09/2008;773.641685;3;24.025;34.2;28.9;30;27.2
11/09/2008;739.646454;4;23.9;29.4;27.7;34.5;27.1
12/09/2008;714.354534;5;19.7;27;21.6;28.5;26.2
13/09/2008;625.713885;6;19.025;29.8;22.6;25.2;26.2
14/09/2008;566.151662;7;19.275;31.7;24;25.8;25.4
15/09/2008;712.9555;1;20.15;34.2;27.8;26.8;26
16/09/2008;736.301737;2;21.45;30.2;29.7;27.4;25.2
17/09/2008;743.964911;3;21.8;28.4;28.2;26.8;23.9
18/09/2008;745.595525;4;22.85;29.2;26.6;26.5;25.1
19/09/2008;744.978101;5;22.675;31.6;27.2;28.2;24.4
20/09/2008;648.434769;6;21.725;33.6;28;27.8;24.7
21/09/2008;580.198988;7;20.9;28.2;23.8;28.3;25.2
22/09/2008;717.81229;1;18.875;26;20.4;30.1;25
23/09/2008;726.592936;2;20.025;27.6;23.4;23.5;24.8
24/09/2008;714.296222;3;17.75;27.6;21.9;19.2;25.6
25/09/2008;716.206799;4;18.125;29;21.8;23.4;31
26/09/2008;706.497425;5;17.65;28.4;21.7;23.4;30
27/09/2008;610.897248;6;18.275;25.2;22;20.6;26.6
28/09/2008;554.53528;7;17.075;19.3;18.7;22.8;25.7
29/09/2008;686.948952;1;17.925;27.4;22.6;25.2;26.2
30/09/2008;706.371708;2;18.1;29.4;23;25.4;26.6
01/10/2008;712.179422;3;17.725;28;23.4;24.6;25.5
02/10/2008;712.364616;4;18.3;27;24.8;25;25.7
03/10/2008;699.54136;5;16.55;24.2;17.6;24.6;25.4
04/10/2008;611.30348;6;12.8;24.8;16.5;21.5;24.8
05/10/2008;555.715812;7;14.8;26.9;21.6;23.8;23.7
06/10/2008;689.503507;1;16.3;28;23.2;25.1;24.7
07/10/2008;714.343746;2;16.975;22.5;17.8;30.5;24.7
08/10/2008;714.626782;3;16.625;23.4;18;25;26.5
09/10/2008;695.354801;4;15.7;24.4;18.3;20.2;24.8
10/10/2008;695.595088;5;19.575;27.8;22.8;21.6;24.7
11/10/2008;611.237134;6;19.2;22;20.7;22;25.6
12/10/2008;555.097036;7;19.05;20.2;21.8;23;25
13/10/2008;651.516078;1;20.325;24.2;20.8;26.2;24.4
14/10/2008;706.921597;2;20.05;25.8;21.4;24.8;25
15/10/2008;712.423543;3;19.175;28.1;22.8;25.3;25.1
16/10/2008;714.123682;4;18.8;26.8;22.8;26;25.2
17/10/2008;710.843389;5;19.2;23.4;22.7;25.4;25.1
18/10/2008;616.380073;6;16.75;25.1;17.9;23.2;26.4
19/10/2008;550.834121;7;18.1;25.4;19.5;23.6;25.3
20/10/2008;691.367339;1;19.45;26.8;20.8;24.2;24.5
21/10/2008;716.793144;2;18.825;25;19;25;24.8
22/10/2008;721.466706;3;14.525;16.2;14.3;19.5;26.2
23/10/2008;712.443762;4;13.675;23.8;14.8;17.2;24.4
24/10/2008;704.212722;5;14.7;24;17;16.8;23.4
25/10/2008;607.436307;6;16.975;25.6;20;21.2;24.6
26/10/2008;572.471403;7;16.15;26.5;20.7;23.2;24.2
27/10/2008;689.3956;1;16.1;26.5;20;25.6;24.7
28/10/2008;734.716286;2;13.25;15.2;13.1;18.4;25.3
29/10/2008;739.511097;3;8;17.2;10.5;16.2;22.2
30/10/2008;758.826194;4;9.025;15.8;10.4;17.5;22
31/10/2008;752.360916;5;11.625;13.8;10;18.5;24.7
01/11/2008;625.380423;6;13.2;16;11;18.6;21.4
02/11/2008;602.47798;7;13.15;17.5;11.7;18.2;21
03/11/2008;741.441834;1;9.25;16.6;10.8;19.1;21.1
04/11/2008;766.663669;2;10.55;15.4;10;19;21.5
05/11/2008;764.282531;3;11.775;18.8;12.7;20.8;22.3
06/11/2008;760.342313;4;11.175;17.4;14;23;22.5
07/11/2008;754.497599;5;10.15;16;11.8;21.2;22.2
08/11/2008;658.262256;6;13;17.8;14.1;20.3;21.5
09/11/2008;598.17448;7;11.525;18.6;13.1;21;24.1
10/11/2008;736.337299;1;11.975;20.4;14.6;20;24.3
11/11/2008;762.277433;2;11.925;19.2;12.6;19.4;24.1
12/11/2008;765.252959;3;11.275;17.4;12.6;20.8;22.3
13/11/2008;764.086643;4;10.425;18.2;12.5;19.8;22
14/11/2008;763.226299;5;10.05;17.4;13.8;19.5;21.8
15/11/2008;667.360771;6;10.3;18.4;14.6;19.7;22.8
16/11/2008;612.870237;7;10.225;19.6;15.4;20.3;23.8
17/11/2008;751.816164;1;11.275;21;16.5;21.8;23.2
18/11/2008;784.150927;2;7.575;16.9;10.3;18.2;22.6
19/11/2008;778.156056;3;10.85;19.2;14.4;17.9;22
20/11/2008;780.017871;4;9.775;18.5;12.3;17.5;21.6
21/11/2008;767.285645;5;9.9;19.2;13.7;20.3;21.4
22/11/2008;670.17474;6;14.1;21.6;15.8;24.5;21.9
23/11/2008;608.4336;7;11.725;21;14.1;20.5;22.6
24/11/2008;763.557834;1;11.125;15.6;12;20.6;22.1
25/11/2008;800.177298;2;6.7;16.2;8.3;16;20.8
26/11/2008;828.30199;3;5.175;12.2;7.4;13.5;19.4
27/11/2008;836.960628;4;4.525;15.4;7.7;13.5;19.2
28/11/2008;829.567901;5;3.85;13.7;5.8;15;19.8
29/11/2008;733.86773;6;7.95;10.9;6.5;14.8;19
30/11/2008;677.114234;7;7.175;11.3;6.4;12.3;21.7
01/12/2008;828.57361;1;6.625;9.5;5.2;13;19.9
02/12/2008;847.076797;2;6.65;12.4;7.8;15.3;20.1
03/12/2008;856.850847;3;5.8;11.6;5.2;14.1;19.5
04/12/2008;842.461408;4;6.3;13.6;9;15.8;19.8
05/12/2008;799.01281;5;12.875;17;15;21.8;20.9
06/12/2008;678.761397;6;8.325;16.3;10.4;17.4;21.5
07/12/2008;636.041011;7;10.925;16.6;11;19;20.4
08/12/2008;648.007299;1;10.65;15.3;10.8;16.1;20.7
09/12/2008;797.207572;2;9.775;14;9;13.5;20.7
10/12/2008;815.67081;3;6.6;13.4;8.8;14.8;18.4
11/12/2008;829.362535;4;5.1;14.2;7.5;15.6;19.8
12/12/2008;821.749429;5;6.2;10.2;7.6;17;20.5
13/12/2008;746.131425;6;4.975;13;4.3;12.5;19.7
14/12/2008;693.354943;7;6.375;10.9;5.4;13.6;21.7
15/12/2008;839.677101;1;4.45;12;6.7;14.6;19.7
16/12/2008;850.058887;2;6.45;14.2;11;15.1;19.4
17/12/2008;837.705292;3;7.775;13.9;10.8;16.8;19.3
18/12/2008;820.843863;4;7.525;5.4;10.7;18.5;19.4
19/12/2008;793.329992;5;7.775;11.8;12;18.5;19
20/12/2008;698.916232;6;8.125;16.8;13.4;19;19.6
21/12/2008;648.765079;7;8.65;18.2;15.4;17.6;18.5
22/12/2008;754.435705;1;8.6;18.6;15.8;17.4;18.9
23/12/2008;756.720788;2;7.075;15.4;14.8;15.6;19.5
24/12/2008;676.302639;3;6.9;12.9;13.5;14.6;17.4
25/12/2008;575.468793;4;6.25;14;11;14.4;22.4
26/12/2008;675.574321;5;3.675;11.8;7.1;11.4;21.7
27/12/2008;680.257865;6;7.2;10;8.1;13.4;23.8
28/12/2008;638.322658;7;7.825;13.5;8.7;12;21.1
29/12/2008;726.123371;1;7.05;15.9;9.7;12.6;19.5
30/12/2008;703.656123;2;10.15;17.8;11.7;16.1;18.9
31/12/2008;652.220238;3;9.95;13.2;10.4;14.4;20.7
01/01/2009;554.814038;4;9.5;16.8;10.2;15.7;19.7
02/01/2009;653.539141;5;9.925;15.2;11.8;19.4;20.8
03/01/2009;648.164273;6;7.65;13.6;9.4;12.6;19.8
04/01/2009;617.087498;7;7.575;16.2;8.8;11.5;20.4
05/01/2009;688.757557;1;4.075;10;5.7;16.1;20.5
06/01/2009;631.021233;2;4.05;11.6;6.8;13;19.5
07/01/2009;815.769146;3;1.9;8.2;3.6;11;19
08/01/2009;872.762689;4;0.05;8.2;2;7.5;20.3
09/01/2009;869.083935;5;2.5;8.6;1;9.5;21
10/01/2009;768.07264;6;3.7;8.4;1.4;12.8;18.8
11/01/2009;706.16801;7;3.65;12.8;5.6;13.4;18.8
12/01/2009;851.663266;1;3.55;14.4;6.1;16.2;18
13/01/2009;883.005486;2;3.2;11.8;3.2;15.6;19.1
14/01/2009;866.916962;3;4.725;5.4;2.2;16.7;19.8
15/01/2009;866.88973;4;5.375;10.4;5.3;15.5;19.4
16/01/2009;850.995027;5;5.775;14.5;8.2;14.1;18.6
17/01/2009;732.979375;6;7;14.8;9.8;17;20
18/01/2009;670.187111;7;5.55;15.2;8.5;19.4;20
19/01/2009;810.179759;1;9.3;14.6;11;19.7;20.5
20/01/2009;820.985144;2;7.975;10.2;7.4;16.4;19.3
21/01/2009;842.099377;3;5.05;11.8;6.8;15.4;18.6
22/01/2009;856.89194;4;7.025;15.1;11.8;17.3;19.7
23/01/2009;797.720381;5;12.45;16.5;13.8;22.2;19.6
24/01/2009;660.284245;6;12.25;15.4;10.7;18.4;20.7
25/01/2009;640.859295;7;8.65;12.4;8;16.6;21.9
26/01/2009;802.702413;1;7.575;14.4;8.7;15.4;18.9
27/01/2009;822.63712;2;9.5;12.4;11;17.6;19.1
28/01/2009;807.857024;3;10.125;15.3;13.6;21.2;19
29/01/2009;787.464195;4;11.9;16.5;15.8;22.6;19.1
30/01/2009;764.050406;5;11.95;16;13;16.8;19.1
31/01/2009;688.796485;6;10.25;13.4;10.6;13.5;18.5
01/02/2009;660.453313;7;6.8;13.2;4;11.6;22.1
02/02/2009;794.489851;1;7.1;13.6;5.9;11.8;22.3
03/02/2009;815.325377;2;7.45;12.5;5.6;16.7;19.5
04/02/2009;804.493705;3;8.65;12;10.2;19.2;21.3
05/02/2009;806.409703;4;8.075;14;7.7;17.4;22.2
06/02/2009;800.687268;5;7.5;11.4;5.9;15.4;19
07/02/2009;712.470936;6;6.25;13.6;7.1;14.6;20.3
08/02/2009;658.449151;7;6.975;13.2;9.8;17.5;20.3
09/02/2009;779.362996;1;10.175;15.6;11;19.4;18.9
10/02/2009;781.915455;2;12.825;15.7;12.3;21.4;19.5
11/02/2009;784.606278;3;8.025;16.4;12.5;21.2;20.9
12/02/2009;774.078552;4;7.875;18.2;13.8;20.5;19.2
13/02/2009;763.759651;5;7.475;18.6;14.6;15.2;19.4
14/02/2009;679.36073;6;8.3;18.6;15.5;16.5;20.3
15/02/2009;630.699552;7;7.85;18.5;12.6;10;21.1
16/02/2009;766.615682;1;7.575;17.5;11.4;14.9;20.7
17/02/2009;782.633896;2;8;18.2;13.3;16.5;20.2
18/02/2009;777.211496;3;9.5;20.2;17.2;17.4;19.8
19/02/2009;768.569764;4;8.95;14.8;15.5;15.8;18.9
20/02/2009;764.842233;5;8.025;18.8;12;16;18.6
21/02/2009;672.743971;6;8.675;19;15.2;17.9;19.1
22/02/2009;611.906441;7;9.725;19.8;15;20.2;20.3
23/02/2009;733.000901;1;10.725;20.4;17.5;15.7;20.9
24/02/2009;741.617976;2;10.3;21.6;17.5;16.3;19.8
25/02/2009;743.218477;3;10;22.2;16.4;16.6;16.7
26/02/2009;740.039674;4;10.5;19.4;16.3;17.9;20.8
27/02/2009;728.529545;5;10.575;21;18.2;17.2;19.2
28/02/2009;657.493299;6;10.75;16.6;12.8;10.7;20.3
01/03/2009;607.318328;7;10.025;16.4;11.8;19.7;19.8
02/03/2009;748.091818;1;9.55;15;11.7;15.3;20
03/03/2009;777.060029;2;9.55;14.6;9.6;12;18.4
04/03/2009;782.621224;3;9.675;15;12;16.8;20.2
05/03/2009;777.450348;4;7.675;16;10.3;17.4;20.1
06/03/2009;767.311153;5;9.65;20;14.7;16.8;19.8
07/03/2009;651.09663;6;10.05;23;18.1;24;18.9
08/03/2009;582.402419;7;11.375;23.9;20;21;21
09/03/2009;716.40522;1;12.3;23.8;19;18.8;20.3
10/03/2009;727.901535;2;12.175;24.8;19;18.2;25.2
11/03/2009;725.662717;3;12.1;24.8;21.8;21.6;26.8
12/03/2009;716.913014;4;12.275;27.1;20.8;18.1;24.2
13/03/2009;700.217895;5;12.675;26.1;22.2;21.4;25.1
14/03/2009;609.586278;6;14.075;27.2;22.9;21.5;24.5
15/03/2009;550.149111;7;15.15;27.8;22.4;18.7;27.9
16/03/2009;668.891549;1;14.475;27.9;23.2;19;25.5
17/03/2009;684.7182;2;12.075;24.7;18.9;18.6;23.3
18/03/2009;679.165806;3;11.7;23.6;20;19;23.5
19/03/2009;604.80184;4;11.85;24.8;21.8;17.7;22.4
20/03/2009;632.452468;5;13.425;27.8;23.5;19.2;22.4
21/03/2009;591.267859;6;11.4;26.1;20.4;16.8;22.6
22/03/2009;545.070737;7;11.4;21.8;18.5;17.8;21.3
23/03/2009;667.331027;1;12.3;24.3;20.6;20.5;21.1
24/03/2009;696.464574;2;12.75;24;21.2;23.5;21.8
25/03/2009;685.872101;3;11.25;26;19.7;18.6;20.3
26/03/2009;678.51027;4;11.975;28.2;22.9;19.4;20.9
27/03/2009;672.331771;5;12.675;26.8;23.8;18.7;20.4
28/03/2009;610.774039;6;12.975;21;18;17.8;21.8
29/03/2009;542.042598;7;9.175;16.8;11.6;14.2;18.2
30/03/2009;704.539308;1;10.15;17.9;10.6;11;20.2
31/03/2009;724.180657;2;9.325;20;12.7;16.2;19.7
01/04/2009;723.603322;3;9.95;20.2;16.6;17;20.9
02/04/2009;718.480147;4;10.4;23;17.9;17.4;21.3
03/04/2009;701.00231;5;12.55;23.8;21.4;18.6;21.2
04/04/2009;607.113451;6;13.675;26.2;22.2;19;20.9
05/04/2009;546.294415;7;14.075;26;23.3;19.5;20.7
06/04/2009;655.147814;1;13.8;22.8;22.1;18.5;21.8
07/04/2009;674.592922;2;12.05;20.2;16;17;21.3
08/04/2009;660.945606;3;11.05;22.8;18.8;18.8;21.2
09/04/2009;554.687266;4;12.825;23.3;21.2;19;21.8
10/04/2009;529.24511;5;12.5;23.8;14;15.9;21.5
11/04/2009;559.441438;6;9.875;19.5;13.4;13.6;21.9
12/04/2009;530.600467;7;7.925;21.2;15.5;20.8;21.7
13/04/2009;592.759081;1;12.65;22.6;19.4;21;21.7
14/04/2009;679.990155;2;12.025;16;12.8;23.6;21.7
15/04/2009;697.275634;3;11.925;14.8;12.8;20.4;22.8
16/04/2009;699.765525;4;12.075;17;13.2;21.5;22
17/04/2009;695.440822;5;10.55;17;12.9;22;22.3
18/04/2009;613.584092;6;11.925;14.4;16.4;19;22.7
19/04/2009;551.563061;7;12.525;21.8;17.8;17.6;21.4
20/04/2009;661.394685;1;13.5;23.1;18.8;21.2;22.4
21/04/2009;683.797573;2;14.475;26.2;22;22.6;22.3
22/04/2009;675.235358;3;15.975;27.4;22.7;25;21.6
23/04/2009;655.016916;4;16.65;29.4;25.4;27.1;22.2
24/04/2009;655.758774;5;16.35;27.8;26;23.6;22.9
25/04/2009;582.618595;6;14.825;19.2;19.1;19.4;22.3
26/04/2009;539.618035;7;13.55;21;14;23.4;20.9
27/04/2009;658.537247;1;12.35;22;19.7;24.8;20.6
28/04/2009;676.522307;2;16.575;22.5;18.7;24.8;21.9
29/04/2009;675.944958;3;14.1;21;21.4;23.6;21.6
30/04/2009;673.240583;4;13.8;18.2;17.5;25.4;22
01/05/2009;530.373493;5;14.925;25;19.5;20;21.9
02/05/2009;538.207454;6;16.125;28.1;23.6;24;21.4
03/05/2009;514.575113;7;16.725;30.8;26;24.4;22.9
04/05/2009;645.306603;1;18.25;31.8;26.3;24;22.8
05/05/2009;671.483091;2;17.25;32.5;27.2;21.1;22.6
06/05/2009;679.046906;3;18.975;33.2;29.4;26.2;22.4
07/05/2009;683.099949;4;19.425;32.6;29.8;28.5;23.5
08/05/2009;675.921025;5;19.825;30.6;28;21.4;24.1
09/05/2009;593.372611;6;19.1;25.4;26.1;21;24.4
10/05/2009;529.604579;7;18.7;25;22;22;22.5
11/05/2009;654.639139;1;17.625;24;23.3;22.5;22.5
12/05/2009;677.005161;2;18.125;23.9;23.2;24;23.8
13/05/2009;679.285172;3;18.275;22.6;23;22.1;22.6
14/05/2009;677.140825;4;16.9;25;19.9;26;24
15/05/2009;646.95952;5;15.625;25.4;22.4;23.9;22.2
16/05/2009;582.244404;6;16.825;26.8;26.4;24.5;22.3
17/05/2009;531.701842;7;18.725;25;23.5;23.8;23.2
18/05/2009;653.472363;1;17.3;26.8;25.7;22.5;23.1
19/05/2009;679.653095;2;18.55;29;28.6;23;22.1
20/05/2009;690.068661;3;21.75;33.6;32.3;23.8;21.8
21/05/2009;681.332101;4;22.45;31;30;24;22
22/05/2009;685.357789;5;21.9;29.4;30.3;23.5;23.2
23/05/2009;597.194013;6;18.45;25;16.8;25.6;23.3
24/05/2009;534.808561;7;19.95;22.2;23;23.8;23.2
25/05/2009;659.447536;1;19.45;23.2;22.4;24.7;23.1
26/05/2009;680.87571;2;18.6;33.9;24.2;27.2;22.4
27/05/2009;676.859311;3;19.025;32;25.6;23.2;23.3
28/05/2009;679.629847;4;20.8;33.8;29.2;27.6;24.4
29/05/2009;679.064185;5;20.75;34.7;29.9;26.2;25.4
30/05/2009;597.850558;6;21.775;36.8;30.8;26.8;24.9
31/05/2009;536.942462;7;21.575;37.8;31.2;27;22.7
01/06/2009;656.614102;1;21.975;37.6;32.5;25.6;22.7
02/06/2009;701.123329;2;22.7;36.3;32.1;25.9;22.3
03/06/2009;712.400927;3;22.35;31.2;31.5;25.5;23.7
04/06/2009;711.72898;4;21.925;27;27.5;25.7;24.1
05/06/2009;693.530824;5;21.15;21.8;22.4;30.5;24
06/06/2009;586.294558;6;19.1;22;20.2;28.4;23.6
07/06/2009;522.797122;7;18.725;25.5;22.1;28.8;23.5
08/06/2009;660.441281;1;18.975;21.6;18.2;28.4;23.9
09/06/2009;673.575885;2;19.45;26.2;21.6;29.2;24.2
10/06/2009;697.67349;3;21.375;30.6;28.3;32.8;26
11/06/2009;693.25057;4;22.8;35;32;30;28.6
12/06/2009;713.943482;5;24.45;40.1;36.2;26;24.5
13/06/2009;639.459471;6;25.775;37;38.4;28;24.8
14/06/2009;586.069037;7;26.25;35.7;31.9;30.3;26
15/06/2009;734.718733;1;25.675;35.2;32.4;29.2;24.8
16/06/2009;745.468105;2;25.45;30.4;27.3;27.5;23.5
17/06/2009;751.308765;3;25.275;36.5;32;27.4;25.7
18/06/2009;768.109324;4;26.125;38;36.2;28;27.1
19/06/2009;765.544496;5;27.425;40;36.2;29.7;25
20/06/2009;662.726337;6;25.35;40.3;34.6;27.8;25.2
21/06/2009;578.888246;7;22.85;40.4;32.4;25.5;26.1
22/06/2009;715.218286;1;23.15;37.2;34.2;27.5;28.2
23/06/2009;731.652573;2;24.275;33.5;34.6;27.5;26.9
24/06/2009;691.021502;3;24;31.4;31.7;28.4;25.7
25/06/2009;725.271385;4;23.225;28;28;27.6;25.2
26/06/2009;712.442814;5;22.525;29.4;26.4;33.3;25.2
27/06/2009;626.989548;6;23.225;31.5;30.2;27.5;25.4
28/06/2009;562.326184;7;23.325;30.8;29;28.9;24.8
29/06/2009;715.796932;1;25.225;33.4;32.4;28.8;26
30/06/2009;762.067886;2;26.8;35;34.4;29.6;26.3
01/07/2009;778.826135;3;28.175;36;35.5;32.2;27.9
02/07/2009;786.838334;4;27;35.8;34.8;29.6;28.7
03/07/2009;780.269154;5;26.925;34.6;34.6;29.8;29.4
04/07/2009;677.223139;6;27.1;33.8;32.6;29.7;28.1
05/07/2009;611.229349;7;25.95;30.8;31.7;29.5;26.9
06/07/2009;745.667096;1;25.825;30.4;31.4;30.6;26.2
07/07/2009;749.20753;2;25.075;32.6;31.8;28.8;26.5
08/07/2009;738.652896;3;24.85;34.4;32.4;25.8;26.5
09/07/2009;739.733103;4;24.175;35.4;33.6;27.5;26.4
10/07/2009;737.697505;5;24.875;34.2;34;29.5;27.7
11/07/2009;650.303285;6;25.525;35.1;35;30;28
12/07/2009;593.53185;7;25.575;36.7;36;29.6;26.9
13/07/2009;754.728131;1;25.75;34.2;36;29.6;27
14/07/2009;766.92534;2;26.125;30;30.8;29.5;27
15/07/2009;760.296664;3;24.95;33.2;32.5;29.6;26
16/07/2009;765.813777;4;25.55;35.2;34.6;30.1;25.7
17/07/2009;743.68647;5;24.85;31;28.2;30.8;26.9
18/07/2009;624.840468;6;22.05;34.5;29.6;26.6;28.2
19/07/2009;566.496764;7;23.95;38;34;28.2;28
20/07/2009;729.683519;1;25.05;37.4;31.3;28.2;27.6
21/07/2009;770.807281;2;26.625;38;37.6;28.8;26.8
22/07/2009;775.250707;3;28.325;33;33.8;30.5;26.4
23/07/2009;774.882582;4;27.725;32.6;28.6;39.5;29.4
24/07/2009;761.943018;5;25.95;33.5;30.6;32.8;32.3
25/07/2009;654.136935;6;25.675;37.5;34.7;29;30
26/07/2009;602.774862;7;26.725;40.4;37.2;29.4;28.8
27/07/2009;752.425581;1;26.475;36.2;35.6;30.6;28.2
28/07/2009;765.356169;2;26.05;37.8;35.2;29.1;28.4
29/07/2009;770.448278;3;25.8;34.6;34.4;34.6;30.8
30/07/2009;769.744051;4;26.5;37.5;35;30;30.6
31/07/2009;747.878565;5;26.875;36.6;35.4;29.3;38.1
01/08/2009;652.53767;6;26;29.6;30.6;31;36.7
02/08/2009;575.157846;7;23.8;31.8;29;29;28.8
03/08/2009;692.306464;1;24.825;35.8;32.7;29.5;26.3
04/08/2009;722.377584;2;24.525;38.6;35;30;26.6
05/08/2009;736.539394;3;27.3;36.3;36.6;29.7;27.3
06/08/2009;734.137098;4;26.85;34;34.4;31.2;27.1
07/08/2009;717.274358;5;26.7;33;33.4;30.1;30.6
08/08/2009;626.820734;6;25.9;31;32.6;30.1;30.4
09/08/2009;557.85138;7;25.725;34;31.4;27;26.2
10/08/2009;658.814874;1;25.2;36;31.4;28.4;27.2
11/08/2009;679.225869;2;25.75;37.2;32;28.4;26.9
12/08/2009;694.731456;3;26.725;38.6;34.2;30.6;28
13/08/2009;699.944963;4;27.725;38.6;35.2;30.8;27.6
14/08/2009;699.661884;5;27.675;38.5;34.2;33.4;28
15/08/2009;602.949236;6;27.45;38.6;35.2;32.6;27.3
16/08/2009;585.471625;7;26.95;40;36.7;31.4;26.8
17/08/2009;706.098849;1;28.2;39;37.4;32.8;27.3
18/08/2009;727.781743;2;28.425;39;36.7;31;27.1
19/08/2009;730.653484;3;28.225;39;36.6;32.1;27.2
20/08/2009;732.132383;4;28.65;37;36;33;31.6
21/08/2009;726.969332;5;26.725;37.9;36.3;31.6;28
22/08/2009;654.109003;6;27.725;40.8;36.6;31.1;26.6
23/08/2009;600.311058;7;27.675;39;37.5;32;27.3
24/08/2009;727.00268;1;26.775;32.4;32.6;31.6;26.6
25/08/2009;725.728367;2;26.4;30.6;30.8;30.6;26.3
26/08/2009;723.319005;3;25.75;33.6;32.4;30.4;27.3
27/08/2009;741.056078;4;25.8;37.5;34.6;30.5;27.5
28/08/2009;744.344328;5;26.85;38.6;36.8;30.8;27.2
29/08/2009;648.301886;6;27.05;39.5;34;30;26.4
30/08/2009;598.269949;7;26.025;40;35.8;31;26.1
31/08/2009;759.642287;1;26.5;39.6;35.6;30.2;25.9
01/09/2009;787.601833;2;27.325;32.8;31.6;29.6;26
02/09/2009;775.341378;3;25.425;30.4;30.7;31;26.8
03/09/2009;769.479206;4;24.375;33.6;32;35.2;26.4
04/09/2009;770.014832;5;25.6;35;32.2;31;26.6
05/09/2009;653.223051;6;23.45;35.6;30.4;26.1;27.1
06/09/2009;592.081841;7;25;35.8;31.7;28;28.2
07/09/2009;738.88167;1;24.575;37;32.8;28.5;27.9
08/09/2009;744.646195;2;24.225;37.4;32;28.8;26.3
09/09/2009;758.313502;3;24.15;35.6;30.6;28.4;27.2
10/09/2009;752.097186;4;24.225;35;31.8;29.6;26.6
11/09/2009;705.328412;5;24;35;30.5;28.8;26
12/09/2009;630.361436;6;23;30.4;29.4;28.2;26.3
13/09/2009;566.136112;7;22.525;31.2;28;27;27.2
14/09/2009;693.281127;1;21.55;30.2;25.2;27.1;26.7
15/09/2009;697.658996;2;17.075;27.6;23;24.2;27.7
16/09/2009;691.608495;3;17.025;28.2;21;24.5;26
17/09/2009;689.266356;4;15.825;25.5;13.7;25.5;25.6
18/09/2009;680.56121;5;17.825;25.6;18;25.1;25.1
19/09/2009;594.407251;6;18.425;25.8;21.8;28.6;23.6
20/09/2009;539.187074;7;18.9;29;24.1;26.3;23.2
21/09/2009;662.307053;1;18.4;30.5;23.6;25.8;25.1
22/09/2009;687.731716;2;21.175;30.4;26.3;27.8;25.6
23/09/2009;692.574677;3;22.125;32;27.3;22.6;26
24/09/2009;688.034648;4;21.575;30.5;27.4;29.7;26.2
25/09/2009;691.296912;5;21.775;32.2;27.6;28.2;26
26/09/2009;598.685524;6;21.2;31.5;27.6;25.8;26.5
27/09/2009;540.070739;7;21.3;31.2;25.7;25.2;26.2
28/09/2009;671.181241;1;20;30.2;24.8;20;27.8
29/09/2009;689.346953;2;20.3;27.4;22;20.8;26.9
30/09/2009;694.228998;3;20.425;28.4;22;25.1;26.3
01/10/2009;695.464695;4;21.025;29.4;23.2;28.2;26.5
02/10/2009;690.806299;5;20.425;30.6;25.2;28.4;26.5
03/10/2009;597.852142;6;19.45;31;25.6;26.4;26.9
04/10/2009;543.957769;7;19.375;33.5;26.5;27.4;27.7
05/10/2009;685.168929;1;20.75;31;27.8;27.2;29.7
06/10/2009;709.026414;2;21.775;28.6;27.3;28.5;27
07/10/2009;712.882744;3;21.875;22.4;24.4;26.8;27.5
08/10/2009;717.292641;4;21.075;25.5;21.5;31;27.6
09/10/2009;682.328501;5;20.125;24.5;23;26.5;27.3
10/10/2009;602.747334;6;20.775;28.2;24;27;27.2
11/10/2009;541.192844;7;20.85;30.2;25.4;27.2;27
12/10/2009;550.94658;1;20.325;32;26.2;28.3;28.4
13/10/2009;672.164642;2;19.225;28.8;22.8;26;26.9
14/10/2009;688.912742;3;18.4;29.5;24.8;25.4;26.5
15/10/2009;691.780231;4;17.425;29;22.9;22.2;27
16/10/2009;685.811758;5;13.75;26.4;17.7;19.8;26.8
17/10/2009;598.903714;6;13.85;25.8;21.4;22.2;26.6
18/10/2009;546.680605;7;13.725;26.4;22;20.4;26.8
19/10/2009;684.429073;1;12.85;26;20.2;21.6;27
20/10/2009;710.003566;2;17.5;17.8;15;22;27.6
21/10/2009;708.446376;3;16.175;18;13.4;22.6;27.2
22/10/2009;709.955879;4;13.45;21.5;16.7;23.8;25.9
23/10/2009;697.533935;5;14.825;23.2;18.5;26.5;26.9
24/10/2009;608.117296;6;16.475;24.2;20.4;30.3;26.8
25/10/2009;574.71629;7;18.775;24.2;20.6;28.6;26.2
26/10/2009;676.64687;1;19.175;26.6;22.8;26.4;26
27/10/2009;695.076789;2;17.775;27.8;22.4;24.5;25.2
28/10/2009;696.549279;3;18.35;27.6;22.4;24.6;26.6
29/10/2009;695.603807;4;18.15;26;23.2;25.6;26.4
30/10/2009;691.072511;5;18.25;26;23.4;26.2;26.7
31/10/2009;602.235662;6;17.6;26.5;22.4;24.4;28
01/11/2009;545.39753;7;18.25;26.7;22.7;23.8;27.5
02/11/2009;641.952473;1;18.175;21;17.1;26;26.5
