X1 X2 X3 Ya
-4.1907265e-01 7.5911652e+00 7.5834735e+00 1.0000000e+00
7.1895300e-01 4.6126935e+00 8.8042708e+00 0.0000000e+00
-1.6086573e+00 7.8096897e+00 5.6194555e+00 0.0000000e+00
1.8922473e-01 4.9960619e+00 8.9493695e+00 0.0000000e+00
1.5936092e-01 3.6952094e+00 5.8055785e+00 0.0000000e+00
6.3722787e-01 5.2263494e+00 5.5300161e+00 1.0000000e+00
1.5379729e+00 4.6527182e+00 5.8339365e+00 0.0000000e+00
-3.6878325e-01 4.4619681e+00 4.2454480e+00 1.0000000e+00
9.4991982e-01 9.6106191e+00 5.1968212e+00 1.0000000e+00
-2.3337924e-01 4.0794511e+00 7.1085008e+00 0.0000000e+00
-3.6449018e-01 4.1724510e+00 5.5080288e+00 1.0000000e+00
-3.1336679e-01 5.8353254e+00 3.9090218e+00 0.0000000e+00
2.6219624e-01 6.2250017e+00 3.3689301e+00 0.0000000e+00
-1.5380335e+00 8.5846880e+00 6.8785155e+00 0.0000000e+00
-4.1557277e-01 5.6081074e+00 5.4878919e+00 1.0000000e+00
-4.6607951e-01 6.3617173e+00 6.2430872e+00 0.0000000e+00
-1.9285097e+00 4.0857902e+00 5.9237575e+00 0.0000000e+00
1.2323820e+00 5.7883209e+00 5.3272768e+00 1.0000000e+00
-5.8409522e-01 8.5887867e+00 4.5362001e+00 1.0000000e+00
-4.9244815e-01 4.0029119e+00 4.9462908e+00 1.0000000e+00
1.7375495e+00 3.5341656e+00 5.7589798e+00 0.0000000e+00
2.8754565e-01 5.0597027e+00 7.8934718e+00 0.0000000e+00
-2.8707825e-01 3.4183477e+00 6.4394046e+00 0.0000000e+00
-5.8282695e-01 7.4778827e+00 6.7362891e+00 0.0000000e+00
1.6127205e+00 2.3960299e+00 5.1496270e+00 0.0000000e+00
-1.2146617e+00 5.1583380e+00 3.0560559e+00 0.0000000e+00
-2.2427651e-01 9.8898932e+00 6.0894111e+00 1.0000000e+00
1.4177438e-01 6.8968994e+00 4.5970284e+00 1.0000000e+00
-7.9424442e-01 5.1678134e+00 4.9836484e+00 1.0000000e+00
2.1117185e-01 6.5906967e+00 5.0831898e+00 0.0000000e+00
-8.1252693e-01 7.5126623e+00 6.9311317e+00 1.0000000e+00
3.4062774e-01 6.8477902e+00 6.4919271e+00 1.0000000e+00
-9.6327855e-02 6.5772868e+00 5.7298316e+00 1.0000000e+00
7.8806600e-01 5.4772513e+00 8.7180769e+00 0.0000000e+00
9.3170311e-02 8.3596565e+00 6.9825203e+00 1.0000000e+00
-9.8541212e-01 8.2739815e+00 3.4605398e+00 1.0000000e+00
-1.4055055e-01 3.4170653e+00 4.4164532e+00 0.0000000e+00
-1.9281503e-01 4.4811548e+00 7.0794713e+00 0.0000000e+00
1.4127926e+00 6.8144849e+00 7.3273144e+00 1.0000000e+00
3.7002666e-01 4.1391962e+00 2.7459665e+00 0.0000000e+00
-1.9887355e-01 5.0227077e+00 5.3792570e+00 1.0000000e+00
-6.0101707e-01 4.4344990e+00 4.8372102e+00 1.0000000e+00
1.0936166e-01 5.2568038e+00 3.6880490e+00 0.0000000e+00
-1.1687743e+00 5.8632524e+00 3.5903427e+00 0.0000000e+00
-2.0169668e+00 7.0930973e+00 5.2611968e+00 0.0000000e+00
7.3298330e-01 3.5322695e+00 6.0431745e+00 0.0000000e+00
-7.2895369e-02 6.8592026e+00 7.2439875e+00 1.0000000e+00
2.0467691e+00 4.9873463e+00 7.8954870e+00 0.0000000e+00
1.9717219e+00 8.2433319e+00 8.4001035e+00 1.0000000e+00
1.1419104e+00 6.6091384e+00 4.5381717e+00 0.0000000e+00
-4.5759957e-01 3.2449518e+00 4.1578669e+00 0.0000000e+00
-1.6860226e-01 8.3270152e+00 8.5993145e+00 1.0000000e+00
1.1451829e+00 5.8655640e+00 8.7932520e+00 0.0000000e+00
9.9193802e-01 3.8437734e+00 6.6985147e+00 0.0000000e+00
-8.8261786e-01 6.6041474e+00 5.0578842e+00 1.0000000e+00
8.7951041e-02 2.9629251e+00 3.8991955e+00 0.0000000e+00
1.1490990e-01 8.4924217e+00 5.2025929e+00 1.0000000e+00
-1.0033379e+00 5.4755251e+00 7.5061378e+00 0.0000000e+00
1.1402075e+00 9.4391157e+00 7.4030391e+00 1.0000000e+00
-1.8202875e+00 6.9877710e+00 7.7591125e+00 1.0000000e+00
-1.2157854e+00 3.2118823e+00 4.2469739e+00 1.0000000e+00
-1.0184015e-01 2.9764682e+00 3.2942799e+00 0.0000000e+00
9.8276574e-02 3.5523815e+00 4.9120929e+00 1.0000000e+00
-1.1934181e+00 2.4669614e+00 4.8445686e+00 0.0000000e+00
1.0552134e+00 5.0168138e+00 3.0250610e+00 0.0000000e+00
-2.3727586e-01 8.2243984e+00 4.4467305e+00 1.0000000e+00
-8.9946732e-01 4.5793046e+00 6.7216797e+00 0.0000000e+00
8.4558775e-02 7.9224823e+00 2.9927358e+00 1.0000000e+00
-5.2095473e-01 6.3412371e+00 5.4453694e+00 0.0000000e+00
-1.9080764e+00 7.0419349e+00 6.5843811e+00 1.0000000e+00
-2.0305871e+00 3.2674227e+00 4.3156675e+00 1.0000000e+00
2.0978363e-01 1.0038997e+01 5.1022517e+00 1.0000000e+00
-6.0187014e-01 8.3782830e+00 7.4826695e+00 1.0000000e+00
-1.4688713e+00 8.8441871e+00 8.7053517e+00 1.0000000e+00
6.6295696e-01 4.4587069e+00 4.3619428e+00 1.0000000e+00
3.9960365e-01 5.4618738e+00 4.7006074e+00 1.0000000e+00
-9.1530513e-01 5.7870503e+00 7.3927778e+00 0.0000000e+00
1.1379341e+00 7.1690354e+00 2.8991362e+00 1.0000000e+00
-6.3448053e-01 7.1607281e+00 7.8478508e+00 1.0000000e+00
-9.0686671e-02 5.0277298e+00 5.9805783e+00 1.0000000e+00
-2.8034559e-01 3.6832771e+00 5.0351555e+00 1.0000000e+00
3.4604748e-01 4.5668581e+00 6.9216723e+00 0.0000000e+00
1.2456937e+00 4.0632253e+00 7.7884310e+00 0.0000000e+00
3.1411280e-01 5.1171269e+00 6.6189302e+00 1.0000000e+00
2.7313143e-01 3.3910511e+00 4.7920895e+00 0.0000000e+00
1.3997998e-01 8.0188162e+00 3.7690689e+00 1.0000000e+00
-7.7229811e-01 3.6325632e+00 3.3968073e+00 0.0000000e+00
-2.6205986e-01 4.3395120e+00 2.5308309e+00 0.0000000e+00
-1.2131218e+00 5.1357182e+00 4.3010709e+00 1.0000000e+00
9.8636413e-01 9.4830427e+00 3.9534971e+00 1.0000000e+00
-2.0226909e-01 8.6037887e+00 7.8573472e+00 1.0000000e+00
-1.2536417e+00 7.3917882e+00 6.2825634e+00 0.0000000e+00
7.2813550e-01 7.2692449e+00 5.2162715e+00 0.0000000e+00
2.8957204e-01 3.5872225e+00 6.4450560e+00 0.0000000e+00
5.6447364e-01 5.3711430e+00 7.8038519e+00 0.0000000e+00
1.3921632e-01 7.8759557e+00 3.8402683e+00 1.0000000e+00
-1.0281891e+00 8.1678520e+00 4.7931950e+00 1.0000000e+00
-1.5531114e+00 5.4041493e+00 8.3157444e+00 0.0000000e+00
-4.5085213e-01 5.0648465e+00 4.6117842e+00 1.0000000e+00
8.3559731e-01 3.9209602e+00 6.8759786e+00 0.0000000e+00
-1.1525991e+00 7.7889271e+00 7.8244019e+00 1.0000000e+00
4.4625878e-01 5.6046043e+00 4.6955878e+00 1.0000000e+00
7.7125373e-01 7.1409262e+00 5.9666741e+00 0.0000000e+00
3.3647675e-01 4.1527884e+00 3.7415606e+00 0.0000000e+00
1.0639367e+00 6.1757616e+00 6.9818562e+00 1.0000000e+00
5.6911738e-01 8.0329001e+00 7.8341993e+00 1.0000000e+00
-9.0667906e-02 4.9454845e+00 6.9457303e+00 0.0000000e+00
-1.1574726e+00 8.5501450e+00 6.8504791e+00 0.0000000e+00
-2.2743554e+00 8.7501686e+00 5.8020740e+00 1.0000000e+00
-8.5913578e-02 6.5331982e+00 5.6902402e+00 1.0000000e+00
-1.1649330e+00 4.0823370e+00 6.1255914e+00 0.0000000e+00
4.2024203e-01 2.5091656e+00 5.0344756e+00 0.0000000e+00
1.2841584e+00 5.2685162e+00 3.2198524e+00 0.0000000e+00
-1.7113572e-01 7.4100969e+00 6.5692134e+00 1.0000000e+00
-1.1896973e+00 3.8536358e+00 6.4972146e+00 0.0000000e+00
-1.7137786e+00 7.9990037e+00 4.1295951e+00 1.0000000e+00
-2.6613677e-02 3.7961764e+00 5.5971101e+00 1.0000000e+00
-2.9369124e-01 5.4389417e+00 4.9888027e+00 1.0000000e+00
8.2464159e-01 6.3115368e+00 4.6577134e+00 0.0000000e+00
-3.1551733e-01 5.8664214e+00 4.3318761e+00 0.0000000e+00
7.4664677e-01 5.2148179e+00 3.3059348e+00 0.0000000e+00
4.0548736e-01 4.0580417e+00 6.8191532e+00 0.0000000e+00
1.2687173e+00 7.9833268e+00 7.1942089e+00 1.0000000e+00
6.2800914e-01 7.7668231e+00 5.2914233e+00 0.0000000e+00
-1.1279761e+00 3.7143712e+00 4.9375355e+00 1.0000000e+00
2.7809677e-01 7.6184815e+00 5.9292206e+00 0.0000000e+00
-1.8714320e+00 5.8330236e+00 6.4846169e+00 1.0000000e+00
-9.7611870e-01 8.8696117e+00 7.0027205e+00 1.0000000e+00
-5.7872350e-01 2.5935143e+00 4.3050357e+00 0.0000000e+00
-8.4403594e-01 6.8325380e+00 7.4522761e+00 1.0000000e+00
3.0621201e-01 3.1740105e+00 4.7674643e+00 0.0000000e+00
-1.1636825e+00 9.0575447e+00 8.2764232e+00 1.0000000e+00
2.1846450e+00 5.6412554e+00 4.4007844e+00 0.0000000e+00
6.8477695e-01 5.2428242e+00 6.7714042e+00 0.0000000e+00
8.8076843e-01 5.6429652e+00 4.5738094e+00 0.0000000e+00
1.1777287e+00 5.6522856e+00 3.4899876e+00 0.0000000e+00
-2.9704859e+00 5.1775071e+00 2.2892102e+00 0.0000000e+00
-4.8086472e-01 6.0557301e+00 7.3597075e+00 0.0000000e+00
2.9511988e-02 4.8933957e+00 5.1602713e+00 1.0000000e+00
6.0309349e-01 8.1210639e+00 3.8258140e+00 1.0000000e+00
1.8846710e+00 7.5331071e+00 5.1310756e+00 1.0000000e+00
3.6459000e-01 6.1109837e+00 7.1971890e+00 1.0000000e+00
1.2371089e-01 7.8384916e+00 3.9433900e+00 1.0000000e+00
1.3082377e+00 6.2350692e+00 5.1785880e+00 1.0000000e+00
2.6734098e-01 5.3184459e+00 2.5037471e+00 0.0000000e+00
-2.2438725e-01 3.4170185e+00 7.4488736e+00 0.0000000e+00
-9.6863583e-01 6.8746790e+00 7.3726354e+00 1.0000000e+00
-1.7236071e+00 9.1039211e+00 5.1401607e+00 1.0000000e+00
-5.5878887e-01 4.4516068e+00 7.3974579e+00 0.0000000e+00
-5.9094602e-01 5.2399600e+00 4.2995442e+00 0.0000000e+00
-4.8875640e-01 6.1886157e+00 4.6075405e+00 0.0000000e+00
4.1325194e-02 8.8703353e+00 4.3908023e+00 1.0000000e+00
1.1126974e+00 6.3227808e+00 4.8321284e+00 0.0000000e+00
-6.9025332e-01 5.5207391e+00 9.3287330e+00 0.0000000e+00
-1.4153612e+00 7.5173428e+00 6.2344577e+00 0.0000000e+00
-8.1159155e-02 8.6803000e+00 7.3909633e+00 1.0000000e+00
-8.2240667e-01 6.4335087e+00 3.2442907e+00 0.0000000e+00
1.6656405e+00 6.6015217e+00 4.7927170e+00 0.0000000e+00
1.0787432e+00 7.1068887e+00 5.8371517e+00 0.0000000e+00
2.5999983e+00 9.6753330e+00 7.5420066e+00 1.0000000e+00
-9.4262028e-01 7.3484561e+00 5.4634681e+00 0.0000000e+00
6.3050482e-01 6.6191889e+00 5.1795169e+00 0.0000000e+00
4.7140451e-01 2.9592642e+00 5.4767877e+00 0.0000000e+00
-5.5223178e-01 6.2540205e+00 6.0568688e+00 1.0000000e+00
9.7380827e-01 2.8732832e+00 4.9932494e+00 0.0000000e+00
-1.9901794e-01 8.6646609e+00 6.0060986e+00 1.0000000e+00
-9.2776649e-01 7.5474176e+00 2.6838864e+00 1.0000000e+00
2.7450471e-01 9.1086716e+00 4.2927354e+00 1.0000000e+00
-8.5938483e-01 7.6573712e+00 3.2572868e+00 1.0000000e+00
-7.1054875e-01 7.3130506e+00 5.2920811e+00 0.0000000e+00
-1.4817340e-01 7.1185799e+00 7.2458800e+00 1.0000000e+00
-1.9746396e-02 6.2167869e+00 3.4883352e+00 0.0000000e+00
-7.2965619e-01 4.9728209e+00 7.8401054e+00 0.0000000e+00
-1.5111947e+00 9.3990885e+00 5.0291071e+00 1.0000000e+00
3.4946850e-01 8.3184791e+00 4.9417325e+00 1.0000000e+00
1.4259550e+00 8.7041325e+00 8.7492933e+00 1.0000000e+00
2.9710193e-01 7.0962047e+00 7.8256166e+00 1.0000000e+00
-9.8452896e-01 7.9198394e+00 4.5233770e+00 1.0000000e+00
8.9716095e-01 6.0352680e+00 6.5440061e+00 1.0000000e+00
-2.9034509e-01 8.3998579e+00 7.6149094e+00 1.0000000e+00
1.5444879e+00 5.9435498e+00 3.2176736e+00 0.0000000e+00
3.2632409e-01 5.3808435e+00 2.9840118e+00 0.0000000e+00
-1.3936087e+00 8.0362209e+00 6.2521166e+00 0.0000000e+00
-5.5325757e-01 3.8290355e+00 7.2365974e+00 0.0000000e+00
1.4168853e+00 4.7826572e+00 5.0582653e+00 1.0000000e+00
1.2375972e+00 5.7708555e+00 5.7026880e+00 1.0000000e+00
-6.1341638e-01 9.2113711e+00 7.0685195e+00 1.0000000e+00
2.3409280e-01 5.7075898e+00 8.3437137e+00 0.0000000e+00
-4.1310623e-01 3.4123377e+00 3.2318166e+00 0.0000000e+00
-1.4127234e+00 5.8486216e+00 3.2689015e+00 0.0000000e+00
-1.6293022e+00 7.8136657e+00 3.1674643e+00 1.0000000e+00
1.9189859e+00 3.9449254e+00 3.3159536e+00 0.0000000e+00
2.4924636e-01 8.6006430e+00 4.5463720e+00 1.0000000e+00
6.4564158e-01 6.5915054e+00 8.0898219e+00 1.0000000e+00
-9.6303065e-01 6.4738823e+00 4.6622742e+00 0.0000000e+00
1.2625310e+00 8.1095152e+00 3.4870316e+00 1.0000000e+00
-2.6143423e-01 2.4031407e+00 3.0956602e+00 0.0000000e+00
-8.9120490e-01 6.6657297e+00 4.1023852e+00 0.0000000e+00
-1.5678102e+00 9.6958009e+00 5.6071780e+00 1.0000000e+00
-5.5761184e-01 4.5888467e+00 4.9235960e+00 1.0000000e+00
-8.4464494e-03 3.3461620e+00 4.9088899e+00 1.0000000e+00
1.1790669e+00 8.3432882e+00 6.6361662e+00 0.0000000e+00
-5.2418662e-01 8.9992496e+00 7.5132628e+00 1.0000000e+00
-1.4760686e+00 5.4809004e+00 9.7549829e+00 0.0000000e+00
5.9179371e-01 8.3506903e+00 6.6946382e+00 1.0000000e+00
-3.4057548e-01 5.9926820e+00 3.4989801e+00 0.0000000e+00
2.1458540e-02 6.4584498e+00 3.9758246e+00 0.0000000e+00
8.2759656e-01 7.3607803e+00 8.5996961e+00 1.0000000e+00
-6.9708058e-02 5.1369044e+00 5.6159701e+00 1.0000000e+00
4.0405645e-01 6.7626285e+00 4.6022603e+00 0.0000000e+00
-2.0931651e-01 7.8516448e+00 7.7055824e+00 1.0000000e+00
1.0080842e+00 3.3763389e+00 3.4544123e+00 0.0000000e+00
-3.7556759e-01 7.0829090e+00 3.5226448e+00 1.0000000e+00
-2.8748258e+00 3.0980296e+00 3.4820257e+00 0.0000000e+00
-6.1804387e-02 8.4975204e+00 4.7033618e+00 1.0000000e+00
-2.9645434e-01 3.3372873e+00 4.5208682e+00 0.0000000e+00
1.8363624e+00 3.4966660e+00 6.2683313e+00 0.0000000e+00
1.7480276e+00 5.1062407e+00 2.7973939e+00 0.0000000e+00
-4.3063047e-01 2.7944746e+00 3.1815167e+00 0.0000000e+00
1.7027040e+00 8.7661046e+00 5.7237606e+00 0.0000000e+00
9.9840096e-01 7.5062668e+00 8.5151743e+00 1.0000000e+00
9.0546971e-01 4.5578766e+00 6.1664739e+00 0.0000000e+00
1.1060514e-01 9.5127479e+00 4.8586244e+00 1.0000000e+00
-3.8102186e-01 8.7109067e+00 7.5733363e+00 1.0000000e+00
-3.6247175e-01 6.7542489e+00 5.0235783e+00 0.0000000e+00
4.2981894e-01 5.3073059e+00 7.7862727e+00 0.0000000e+00
5.4500641e-01 4.2575845e+00 6.1574359e+00 0.0000000e+00
3.8446245e-01 5.6507256e+00 8.9691603e+00 0.0000000e+00
5.6085272e-01 5.8703199e+00 6.5991663e+00 1.0000000e+00
-9.1010687e-01 4.0164610e+00 5.2631750e+00 1.0000000e+00
-1.1569691e+00 7.1966703e+00 7.3312492e+00 1.0000000e+00
-5.2053015e-01 9.2920132e+00 6.8093096e+00 1.0000000e+00
-8.0284427e-01 5.0115007e+00 4.2252675e+00 1.0000000e+00
7.0921672e-01 6.0442772e+00 6.0717192e+00 1.0000000e+00
-8.1840586e-01 7.2033361e+00 3.2874749e+00 1.0000000e+00
5.7775304e-01 8.3121044e+00 3.7191990e+00 1.0000000e+00
1.6982170e+00 5.0628601e+00 7.1154785e+00 0.0000000e+00
-8.8378448e-01 6.5355077e+00 3.6926484e+00 0.0000000e+00
5.8168801e-01 2.4677708e+00 6.4954325e+00 0.0000000e+00
-5.1023888e-02 7.1567320e+00 6.6595589e+00 1.0000000e+00
-3.3312817e-01 6.4886361e+00 6.7910889e+00 1.0000000e+00
9.4454718e-01 3.1920447e+00 7.0512714e+00 0.0000000e+00
1.3992727e-02 4.1898958e+00 7.3124468e+00 0.0000000e+00
-8.2277612e-02 9.4171627e+00 5.2491875e+00 1.0000000e+00
9.9651809e-01 7.6545341e+00 7.5385037e+00 1.0000000e+00
-1.5899488e-01 3.7711813e+00 2.9076304e+00 0.0000000e+00
-8.0087032e-01 4.1677393e+00 4.6271000e+00 1.0000000e+00
4.5656170e-01 2.1343347e+00 3.1549306e+00 0.0000000e+00
1.4555344e+00 4.6681383e+00 4.3298146e+00 1.0000000e+00
2.3171255e-01 7.5881855e+00 4.6405840e+00 1.0000000e+00
-3.8034858e-01 9.0324626e+00 5.3810739e+00 1.0000000e+00
-2.1952497e+00 2.7348104e+00 4.9152611e+00 0.0000000e+00
1.9469180e+00 5.3444081e+00 3.6977313e+00 0.0000000e+00
1.6814969e+00 5.1941234e+00 4.4263966e+00 1.0000000e+00
1.0401289e+00 9.2256707e+00 5.4141948e+00 1.0000000e+00
1.1210420e+00 1.0037395e+01 6.2454108e+00 1.0000000e+00
-7.9629955e-01 5.1806025e+00 8.1898698e+00 0.0000000e+00
2.4042814e-01 8.8567792e+00 7.5619986e+00 1.0000000e+00
-2.2298182e-04 6.4595200e+00 4.3035202e+00 0.0000000e+00
1.1739152e+00 5.3470644e+00 8.6500759e+00 0.0000000e+00
-3.3100956e-01 9.6741436e+00 6.1182158e+00 1.0000000e+00
7.0476587e-01 6.2503281e+00 6.2756282e+00 1.0000000e+00
2.6293045e-01 9.1585814e+00 6.2831835e+00 1.0000000e+00
1.5968924e+00 3.5995126e+00 6.0753384e+00 0.0000000e+00
7.3320112e-01 5.2321109e+00 5.6413163e+00 1.0000000e+00
9.6536007e-01 4.5955469e+00 4.9123936e+00 1.0000000e+00
8.5947385e-01 5.7667172e+00 3.4787830e+00 0.0000000e+00
-1.2559844e-01 3.9358624e+00 7.8986524e+00 0.0000000e+00
1.2614744e+00 9.4451423e+00 6.2094036e+00 1.0000000e+00
1.6213539e+00 7.3657842e+00 7.7662061e+00 1.0000000e+00
-5.4206855e-01 3.7116963e+00 2.9870655e+00 0.0000000e+00
9.0517429e-01 3.7420675e+00 4.4020282e+00 0.0000000e+00
-7.8762445e-01 7.7359872e+00 8.2318904e+00 1.0000000e+00
-1.0484200e+00 3.1304426e+00 6.7103213e+00 0.0000000e+00
-4.2346266e-01 7.3026116e+00 7.1879826e+00 1.0000000e+00
7.3017594e-01 9.2701753e+00 5.0273678e+00 1.0000000e+00
1.5111341e+00 5.6645287e+00 3.3806415e+00 0.0000000e+00
6.0071104e-03 5.4057359e+00 8.3250138e+00 0.0000000e+00
-4.9170973e-01 5.0662549e+00 5.5938707e+00 1.0000000e+00
5.7482058e-01 9.0484694e+00 7.4709771e+00 1.0000000e+00
-3.7296854e-01 8.0009184e+00 4.1677262e+00 1.0000000e+00
-6.0142440e-02 6.0914095e+00 3.6889773e+00 0.0000000e+00
3.6880941e-01 5.8638693e+00 6.7618059e+00 1.0000000e+00
1.0109358e+00 7.2200102e+00 4.0525470e+00 1.0000000e+00
5.4522293e-01 7.7740748e+00 7.3781339e+00 1.0000000e+00
-7.8894115e-01 8.8364354e+00 7.4044142e+00 1.0000000e+00
1.3965350e+00 7.0754897e+00 4.0765439e+00 1.0000000e+00
1.8005394e-01 5.9185858e+00 6.0111135e+00 1.0000000e+00
7.5692130e-01 7.5925198e+00 7.1478610e+00 0.0000000e+00
-4.0999636e-01 8.9667010e+00 6.3620743e+00 1.0000000e+00
-3.1900184e-01 2.9178080e+00 3.7752046e+00 0.0000000e+00
-1.5531393e+00 6.8906213e+00 7.8095056e+00 1.0000000e+00
-1.6007892e-01 5.6411997e+00 4.6700103e+00 1.0000000e+00
2.2151844e+00 5.8832686e+00 4.4710358e+00 0.0000000e+00
3.6035911e-01 4.3864991e+00 6.8370088e+00 0.0000000e+00
2.2986059e+00 7.8413075e+00 6.1502961e+00 0.0000000e+00
4.2219927e-01 7.6619255e+00 3.4853880e+00 1.0000000e+00
1.7313500e-02 4.9774218e+00 2.7923215e+00 0.0000000e+00
-5.6539192e-01 4.4784949e+00 7.7104402e+00 0.0000000e+00
6.9564025e-01 9.2002442e+00 5.0597217e+00 1.0000000e+00
-1.6520048e-01 5.9306789e+00 6.0763561e+00 1.0000000e+00
-1.2875187e+00 8.0603142e+00 7.3096042e+00 1.0000000e+00
4.3473136e-01 5.9196305e+00 6.9805191e+00 1.0000000e+00
2.0410081e+00 7.6327799e+00 2.8937088e+00 1.0000000e+00
2.0444070e-01 6.1709603e+00 3.2905809e+00 0.0000000e+00
-1.2819815e-01 9.0425351e+00 7.5488247e+00 1.0000000e+00
7.6020361e-01 4.0391029e+00 6.1375660e+00 0.0000000e+00
-2.5227132e+00 3.8964204e+00 2.2601952e+00 0.0000000e+00
-2.9707080e-01 9.5953107e+00 6.6302299e+00 1.0000000e+00
-2.0029425e+00 7.8789631e+00 4.0839346e+00 1.0000000e+00
-2.6278355e+00 3.6543445e+00 5.8972434e+00 0.0000000e+00
7.1140632e-01 3.4226476e+00 3.9318250e+00 0.0000000e+00
1.1187844e-02 6.7806895e+00 6.3991798e+00 1.0000000e+00
1.0314756e-01 5.5001675e+00 5.2719086e+00 1.0000000e+00
-1.9124001e-01 6.2543117e+00 4.6842703e+00 0.0000000e+00
5.0560862e-01 9.7418833e+00 4.6889484e+00 1.0000000e+00
3.4360796e-01 4.6934127e+00 8.4595485e+00 0.0000000e+00
9.4428019e-01 6.0665634e+00 3.6309780e+00 0.0000000e+00
3.4957195e-01 5.8611860e+00 8.6809167e+00 0.0000000e+00
-1.5008559e-01 8.4769978e+00 7.7672445e+00 1.0000000e+00
8.0824441e-01 4.0189832e+00 2.8495170e+00 0.0000000e+00
7.0341325e-01 4.2591099e+00 4.7339882e+00 1.0000000e+00
9.2915450e-02 5.5450331e+00 5.7766087e+00 1.0000000e+00
4.4409887e-01 2.6876382e+00 2.9969759e+00 0.0000000e+00
1.1279471e+00 6.2153445e+00 4.0944005e+00 0.0000000e+00
5.2437382e-01 5.1305393e+00 2.7266533e+00 0.0000000e+00
-6.4442182e-01 9.6155945e+00 6.2212808e+00 1.0000000e+00
1.8003333e-01 4.7773060e+00 5.1666412e+00 1.0000000e+00
3.2189029e-01 6.2261226e+00 5.0223506e+00 0.0000000e+00
1.9337207e+00 4.0005536e+00 6.9712079e+00 0.0000000e+00
4.7957563e-01 7.3294481e+00 7.3692056e+00 1.0000000e+00
1.5497643e+00 6.8705827e+00 6.0421523e+00 1.0000000e+00
-1.6220456e+00 7.5252329e+00 6.7374188e+00 1.0000000e+00
-3.9033790e-01 8.7605814e+00 6.9399838e+00 1.0000000e+00
-2.3961717e-01 7.9723598e+00 7.4866595e+00 1.0000000e+00
7.9250992e-01 4.8868432e+00 2.4071349e+00 0.0000000e+00
-1.0180223e-01 3.7412842e+00 3.0698313e+00 0.0000000e+00
-4.1595580e-01 5.3283144e+00 6.9726863e+00 0.0000000e+00
1.2528538e+00 6.3823521e+00 7.3467188e+00 1.0000000e+00
1.2820796e+00 2.6267138e+00 4.9276098e+00 0.0000000e+00
-7.0999684e-01 2.9156561e+00 3.3371677e+00 0.0000000e+00
6.8412582e-01 3.2024956e+00 5.1787654e+00 0.0000000e+00
9.4658808e-02 8.2982001e+00 8.0581127e+00 1.0000000e+00
4.7838717e-01 6.3774581e+00 5.9030737e+00 1.0000000e+00
-1.0723152e+00 8.8544182e+00 5.4423212e+00 1.0000000e+00
-5.0623456e-01 4.1544849e+00 6.9499387e+00 0.0000000e+00
-6.1139864e-01 6.9961110e+00 8.0718863e+00 1.0000000e+00
-9.9962175e-01 9.8726291e+00 7.8670171e+00 1.0000000e+00
9.5735555e-01 7.9034087e+00 7.1493492e+00 1.0000000e+00
3.7402815e-01 8.1097837e+00 5.7296026e+00 1.0000000e+00
1.1399752e+00 8.3988344e+00 3.7461875e+00 1.0000000e+00
1.2593636e-01 6.9281113e+00 7.1085587e+00 1.0000000e+00
1.8865386e+00 5.1190829e+00 3.8566238e+00 1.0000000e+00
-4.1936343e-01 5.9175678e+00 5.1576954e+00 1.0000000e+00
5.3531164e-01 9.2146971e+00 4.9154135e+00 1.0000000e+00
1.7762723e+00 8.2069204e+00 8.9007628e+00 1.0000000e+00
-1.9304676e+00 7.8956536e+00 8.3792869e+00 1.0000000e+00
2.0287078e+00 8.7761014e+00 7.3163310e+00 1.0000000e+00
6.9589494e-01 8.4928939e+00 6.8240151e+00 0.0000000e+00
-1.3732758e+00 7.2381444e+00 5.7439094e+00 0.0000000e+00
1.3538209e+00 7.7408261e+00 5.6322411e+00 0.0000000e+00
4.2882719e-01 9.3786940e+00 5.8107668e+00 1.0000000e+00
-2.7257001e-01 4.4710908e+00 3.2392491e+00 0.0000000e+00
2.3210344e-01 3.3407913e+00 6.1685769e+00 0.0000000e+00
1.1220747e+00 4.3838260e+00 9.1363773e+00 0.0000000e+00
-9.5947551e-01 6.0914338e+00 4.7047173e+00 0.0000000e+00
5.3002977e-01 9.5506382e+00 6.2670927e+00 1.0000000e+00
-1.0667318e+00 3.6293508e+00 3.2609787e+00 0.0000000e+00
2.2223997e+00 7.9981882e+00 6.5899624e+00 0.0000000e+00
6.3871140e-01 6.1925231e+00 5.3025126e+00 1.0000000e+00
2.4493420e-02 3.8545292e+00 3.2221609e+00 0.0000000e+00
1.3442275e-02 8.6293047e+00 6.9469401e+00 0.0000000e+00
-2.2739319e-01 2.4460356e+00 6.9702135e+00 0.0000000e+00
7.1541624e-01 3.7024236e+00 5.6509479e+00 1.0000000e+00
9.0488381e-01 4.4231572e+00 4.0071392e+00 1.0000000e+00
9.1906542e-01 6.4294514e+00 4.8302650e+00 1.0000000e+00
1.7240612e+00 5.6654886e+00 3.7797608e+00 0.0000000e+00
-1.2340738e+00 3.1726572e+00 4.3941523e+00 0.0000000e+00
-2.7784382e-01 6.3961900e+00 6.1813556e+00 1.0000000e+00
1.1379714e-01 6.5024836e+00 4.8119460e+00 0.0000000e+00
-1.2538884e+00 5.6842594e+00 3.0324661e+00 0.0000000e+00
6.7242129e-01 6.7778809e+00 8.6437240e+00 1.0000000e+00
-3.7705912e-01 2.8162485e+00 5.0019379e+00 0.0000000e+00
