X1 X2 X3 Yb
5.4370384e+00 -1.8340536e+00 5.8847386e+00 1.0000000e+00
3.1215530e+00 -6.4466401e-01 7.6615553e+00 0.0000000e+00
5.2647290e+00 -1.6594658e+00 7.6536452e+00 0.0000000e+00
2.9180178e+00 1.9885754e-01 7.4287516e+00 0.0000000e+00
3.5960451e+00 -5.3536024e-02 4.5126506e+00 0.0000000e+00
3.7854373e+00 5.0125196e-01 5.9825114e+00 1.0000000e+00
3.4462671e+00 2.9935944e-02 3.5894904e+00 0.0000000e+00
4.2766882e+00 -2.3398167e-01 6.1822166e+00 1.0000000e+00
4.8850035e+00 6.8795647e-01 7.1403404e+00 1.0000000e+00
3.0265796e+00 2.8876821e-01 6.1024488e+00 0.0000000e+00
4.3516728e+00 5.5574053e-01 6.4340195e+00 1.0000000e+00
6.6143895e+00 1.9219759e-01 6.7988500e+00 0.0000000e+00
6.9252069e+00 1.2591126e+00 5.1917958e+00 0.0000000e+00
4.6281968e+00 -5.4864186e-01 7.7873006e+00 0.0000000e+00
4.7829888e+00 8.9237053e-01 4.9995898e+00 1.0000000e+00
5.7520654e+00 6.8060377e-01 6.8856367e+00 0.0000000e+00
3.5267793e+00 -1.1073309e+00 4.7004804e+00 0.0000000e+00
4.2600768e+00 -4.6656613e-01 5.8406222e+00 1.0000000e+00
4.3988502e+00 5.9196199e-01 6.4944757e+00 1.0000000e+00
4.4529720e+00 6.6323432e-01 6.3017316e+00 1.0000000e+00
2.9388532e+00 -1.2301187e-01 4.7739353e+00 0.0000000e+00
2.8474823e+00 3.9209473e-01 7.0708478e+00 0.0000000e+00
4.2722251e+00 -6.3480861e-01 5.2771982e+00 0.0000000e+00
4.1770112e+00 1.6952860e+00 7.4642260e+00 0.0000000e+00
4.2494397e+00 -6.6507042e-01 3.7835419e+00 0.0000000e+00
5.9310034e+00 1.9572939e+00 4.7582603e+00 0.0000000e+00
4.9401549e+00 1.2352495e+00 6.2364205e+00 1.0000000e+00
4.9565710e+00 7.8506720e-02 5.9222921e+00 1.0000000e+00
4.0430236e+00 8.0690548e-01 5.7416929e+00 1.0000000e+00
5.6592335e+00 -1.0917516e+00 6.6444773e+00 0.0000000e+00
4.3621565e+00 -5.6041831e-01 4.2554681e+00 1.0000000e+00
5.1437532e+00 -1.2504430e+00 3.8797511e+00 1.0000000e+00
3.2331921e+00 6.5041604e-01 5.0958527e+00 1.0000000e+00
3.5882223e+00 5.5278750e-01 7.3484767e+00 0.0000000e+00
6.5216954e+00 -5.3982628e-01 5.2539099e+00 1.0000000e+00
4.4734018e+00 -3.7524308e-01 6.8077604e+00 1.0000000e+00
3.7284283e+00 5.6121652e-01 4.1467289e+00 0.0000000e+00
1.8101137e+00 -1.0536444e+00 5.8282150e+00 0.0000000e+00
4.7202744e+00 -2.5452731e-01 5.0079395e+00 1.0000000e+00
5.2882618e+00 -6.2362118e-01 3.9363741e+00 0.0000000e+00
3.8765438e+00 -2.2371830e-01 5.2227268e+00 1.0000000e+00
4.2199337e+00 -1.5001349e-01 7.0420804e+00 1.0000000e+00
6.9066865e+00 -7.7196495e-01 5.2223044e+00 0.0000000e+00
6.6323874e+00 -5.5352689e-01 6.8487239e+00 0.0000000e+00
5.9214549e+00 -5.9305327e-01 8.0376683e+00 0.0000000e+00
3.7488899e+00 -3.1529928e-01 4.9026914e+00 0.0000000e+00
5.3784264e+00 -3.6602948e-01 4.2895430e+00 1.0000000e+00
3.0540560e+00 -3.7613747e-01 6.0457118e+00 0.0000000e+00
6.7761906e+00 -7.1197610e-01 5.1343301e+00 1.0000000e+00
5.4842879e+00 -1.6664202e+00 6.4895040e+00 0.0000000e+00
4.1995643e+00 5.2779543e-02 4.4099771e+00 0.0000000e+00
6.3830910e+00 7.8638553e-01 6.3569634e+00 1.0000000e+00
3.2492205e+00 -1.2279037e+00 7.2490992e+00 0.0000000e+00
4.1904388e+00 2.6969623e-01 3.7627025e+00 0.0000000e+00
4.6942097e+00 1.0172954e-01 5.1673323e+00 1.0000000e+00
5.1048416e+00 -5.9415663e-01 4.4168929e+00 0.0000000e+00
4.2881690e+00 -1.6976309e+00 7.0293675e+00 1.0000000e+00
1.6053002e+00 7.5962956e-01 5.4600170e+00 0.0000000e+00
6.9550003e+00 -8.9076879e-01 6.8879947e+00 1.0000000e+00
5.5805244e+00 -1.1845183e+00 4.6673235e+00 1.0000000e+00
3.6953175e+00 4.4409536e-01 7.2032267e+00 1.0000000e+00
5.1503609e+00 -6.3992241e-02 4.2051410e+00 0.0000000e+00
4.0625569e+00 -1.0902354e+00 6.3758264e+00 1.0000000e+00
3.9653357e+00 2.4596772e-01 2.9858073e+00 0.0000000e+00
5.8051149e+00 -1.9045443e+00 3.0344261e+00 0.0000000e+00
4.1147624e+00 7.4275527e-01 7.5094417e+00 1.0000000e+00
3.0033988e+00 2.5721406e-01 6.8355103e+00 0.0000000e+00
5.0414074e+00 -1.4973470e-01 5.7767890e+00 1.0000000e+00
5.8203180e+00 -8.1371450e-01 8.0023165e+00 0.0000000e+00
5.3879131e+00 1.8954498e-01 3.8630307e+00 1.0000000e+00
3.9568026e+00 8.1780037e-01 6.5271815e+00 1.0000000e+00
6.1654324e+00 -9.5072808e-01 7.1136305e+00 1.0000000e+00
5.7465788e+00 9.7070399e-01 5.2321381e+00 1.0000000e+00
5.1272348e+00 -6.8755490e-01 6.3779498e+00 1.0000000e+00
4.5551218e+00 4.3008128e-01 6.2882627e+00 1.0000000e+00
4.6091394e+00 7.4084279e-01 4.9092454e+00 1.0000000e+00
3.0778257e+00 -7.6796723e-01 5.5584720e+00 0.0000000e+00
5.0185874e+00 2.6957707e-02 6.6128560e+00 1.0000000e+00
6.0045735e+00 -6.2648912e-02 5.4227077e+00 1.0000000e+00
4.9228715e+00 1.7244027e-01 4.5551320e+00 1.0000000e+00
3.8171853e+00 -7.9484982e-01 6.8916125e+00 1.0000000e+00
2.4520125e+00 1.1836476e+00 5.0138001e+00 0.0000000e+00
2.5907127e+00 -9.0871875e-01 5.6699993e+00 0.0000000e+00
3.5355163e+00 -3.4634737e-01 5.5189921e+00 1.0000000e+00
4.6440119e+00 2.6264519e-01 4.7137005e+00 0.0000000e+00
4.8583355e+00 -6.7683899e-01 5.7931327e+00 1.0000000e+00
5.3104079e+00 8.2799160e-01 3.5914563e+00 0.0000000e+00
6.5539749e+00 1.4435932e+00 4.3429397e+00 0.0000000e+00
3.7857327e+00 6.8388010e-01 6.0788998e+00 1.0000000e+00
5.0105719e+00 8.2429881e-02 7.4999547e+00 1.0000000e+00
6.1145694e+00 1.0644946e+00 5.8010763e+00 1.0000000e+00
6.2209020e+00 8.7214672e-01 7.6186615e+00 0.0000000e+00
5.5504149e+00 -3.0154300e-02 5.5538821e+00 0.0000000e+00
4.1450559e+00 1.4902325e-01 4.6818265e+00 0.0000000e+00
2.2831023e+00 1.7371618e+00 5.7092346e+00 0.0000000e+00
5.1738684e+00 -1.9153793e+00 5.4854298e+00 1.0000000e+00
5.2918463e+00 -1.4047915e+00 6.5955434e+00 1.0000000e+00
3.2021391e+00 -4.8265222e-01 7.1497734e+00 0.0000000e+00
4.8207797e+00 -8.8019801e-02 6.6102960e+00 1.0000000e+00
3.8150308e+00 7.0078561e-01 4.7328979e+00 0.0000000e+00
6.0321049e+00 1.1505773e+00 5.7535970e+00 1.0000000e+00
4.6105395e+00 3.7020294e-01 5.1095907e+00 1.0000000e+00
4.4999916e+00 -1.1037669e+00 8.5105542e+00 0.0000000e+00
4.7356671e+00 -5.7593580e-01 3.6947145e+00 0.0000000e+00
5.3688499e+00 1.0800334e+00 4.8565194e+00 1.0000000e+00
5.1367636e+00 -9.1655448e-01 5.9934566e+00 1.0000000e+00
2.6722512e+00 7.8326371e-01 5.3315997e+00 0.0000000e+00
4.6404274e+00 1.2686469e+00 7.5163164e+00 0.0000000e+00
4.7527221e+00 -8.5192477e-01 6.4694327e+00 1.0000000e+00
3.2260968e+00 1.3933142e+00 5.0916064e+00 1.0000000e+00
3.6571070e+00 4.9628853e-01 4.8026771e+00 0.0000000e+00
3.9707648e+00 -1.4809023e-01 2.9960101e+00 0.0000000e+00
4.9967240e+00 1.4474685e+00 3.1877278e+00 0.0000000e+00
5.5399571e+00 -3.2353020e-01 4.5961943e+00 1.0000000e+00
4.4437340e+00 -1.0948926e+00 5.3206085e+00 0.0000000e+00
4.4578994e+00 -4.9524634e-01 5.7870823e+00 1.0000000e+00
4.3573016e+00 3.3974014e-01 7.6291244e+00 1.0000000e+00
4.2118309e+00 4.3004116e-01 5.5386135e+00 1.0000000e+00
6.1848499e+00 -1.0714889e+00 6.7336607e+00 0.0000000e+00
6.3363611e+00 -1.0044445e+00 6.6376707e+00 0.0000000e+00
6.0516777e+00 5.7014350e-01 4.2053801e+00 0.0000000e+00
3.1003071e+00 2.0086371e-01 6.6455885e+00 0.0000000e+00
5.5402882e+00 -2.0158510e+00 6.4572733e+00 1.0000000e+00
6.7345178e+00 7.3295251e-01 7.5528561e+00 0.0000000e+00
3.8430564e+00 5.0980179e-01 6.9885469e+00 1.0000000e+00
5.6150076e+00 -1.7960207e+00 8.4428119e+00 0.0000000e+00
5.3538235e+00 1.0923666e+00 4.0122457e+00 1.0000000e+00
6.1243048e+00 8.7082820e-01 5.7183064e+00 1.0000000e+00
3.7142577e+00 -6.7772752e-01 4.2087681e+00 0.0000000e+00
5.6710843e+00 1.7795690e-02 4.6568225e+00 1.0000000e+00
4.1376001e+00 1.2996275e+00 4.9212903e+00 0.0000000e+00
5.6483149e+00 9.4420009e-01 6.0775483e+00 1.0000000e+00
6.2120508e+00 1.1124784e+00 6.7330588e+00 0.0000000e+00
2.7315067e+00 -5.5539677e-01 6.0297417e+00 0.0000000e+00
5.9257844e+00 2.5193455e-02 4.8085486e+00 0.0000000e+00
5.1870027e+00 8.1371500e-02 5.4424828e+00 0.0000000e+00
6.1601322e+00 1.0882654e+00 3.9445539e+00 0.0000000e+00
2.2608182e+00 1.2360521e+00 6.5365963e+00 0.0000000e+00
3.9539062e+00 1.0480380e+00 6.1157199e+00 1.0000000e+00
3.9767493e+00 -2.9913695e-01 6.2563867e+00 1.0000000e+00
4.6701200e+00 -1.2568900e-01 6.9499710e+00 1.0000000e+00
4.8516339e+00 -1.5036446e+00 5.1335353e+00 1.0000000e+00
4.7828414e+00 -2.4148591e-01 7.2937194e+00 1.0000000e+00
4.5438388e+00 -8.9583911e-01 6.5400718e+00 1.0000000e+00
6.7306958e+00 6.9441217e-01 3.4704591e+00 0.0000000e+00
3.6191402e+00 -8.0688321e-01 4.7198085e+00 0.0000000e+00
5.5831086e+00 -1.5343031e-01 5.1618926e+00 1.0000000e+00
4.5477936e+00 -1.2128365e+00 6.6930824e+00 1.0000000e+00
3.5583175e+00 -1.5809004e+00 5.9644278e+00 0.0000000e+00
6.9148038e+00 4.1569833e-01 5.8325498e+00 0.0000000e+00
6.5254991e+00 -9.1900422e-01 5.8073103e+00 0.0000000e+00
5.0343776e+00 5.5595902e-01 5.4522947e+00 1.0000000e+00
6.0761640e+00 -1.2031053e+00 6.4293608e+00 0.0000000e+00
3.4435831e+00 -6.4444795e-01 7.0919669e+00 0.0000000e+00
5.1689088e+00 3.1146577e-02 7.3840401e+00 0.0000000e+00
6.1764274e+00 3.4886990e-01 5.8622910e+00 1.0000000e+00
6.8256931e+00 1.2407424e-01 6.4218516e+00 0.0000000e+00
7.2586931e+00 -1.8537861e+00 6.1452492e+00 0.0000000e+00
6.0384040e+00 -2.4397347e+00 6.7117129e+00 0.0000000e+00
5.9337659e+00 1.1511916e+00 4.8244115e+00 1.0000000e+00
5.8052967e+00 -1.1594055e+00 7.4201731e+00 0.0000000e+00
6.1987009e+00 -1.1231539e+00 8.2325039e+00 0.0000000e+00
2.6884136e+00 -1.1426425e+00 5.3962212e+00 0.0000000e+00
3.7722406e+00 -4.8773620e-01 5.5854802e+00 1.0000000e+00
5.7183327e+00 4.8530039e-01 3.7941826e+00 0.0000000e+00
4.9929940e+00 8.6317446e-02 6.6266905e+00 1.0000000e+00
4.9631474e+00 8.1781332e-01 6.0126133e+00 1.0000000e+00
5.0751450e+00 -1.0306056e-01 6.7858019e+00 1.0000000e+00
5.1165929e+00 1.3965803e+00 6.1391576e+00 1.0000000e+00
6.2143308e+00 1.2236876e+00 7.8371530e+00 0.0000000e+00
5.6651416e+00 -6.3295203e-02 5.4550200e+00 1.0000000e+00
6.6668136e+00 -6.8074644e-01 5.1069096e+00 0.0000000e+00
3.2264279e+00 -3.4887166e-01 5.4509020e+00 0.0000000e+00
6.2115623e+00 -4.9941841e-01 7.2599602e+00 1.0000000e+00
4.9959715e+00 2.9081766e-01 7.3242206e+00 1.0000000e+00
6.1321282e+00 4.9613953e-01 5.6749816e+00 1.0000000e+00
5.4984104e+00 6.3861746e-01 4.6107734e+00 1.0000000e+00
5.2089463e+00 2.7862472e-01 7.1793881e+00 1.0000000e+00
4.4337267e+00 1.9109265e+00 4.7245629e+00 1.0000000e+00
7.2082166e+00 1.7704132e-01 5.7895172e+00 1.0000000e+00
6.3881804e+00 5.8644420e-01 4.0802880e+00 0.0000000e+00
6.6700776e+00 -9.1269165e-01 3.4186120e+00 0.0000000e+00
3.7807317e+00 2.0020745e+00 8.1461662e+00 0.0000000e+00
2.2872841e+00 4.5340924e-01 6.2600738e+00 0.0000000e+00
4.1995869e+00 -2.3781294e-03 6.2696687e+00 1.0000000e+00
4.0248703e+00 -2.1336195e-01 5.6632867e+00 1.0000000e+00
6.6967235e+00 -4.2827038e-01 6.2888918e+00 1.0000000e+00
2.2153619e+00 1.3523438e+00 6.0095573e+00 0.0000000e+00
5.2447397e+00 -1.0140911e+00 3.8057869e+00 0.0000000e+00
5.8011362e+00 8.1944379e-01 5.3997150e+00 0.0000000e+00
6.0819295e+00 -1.0634055e+00 5.8141434e+00 1.0000000e+00
6.3657562e+00 -1.7288634e+00 3.7535243e+00 0.0000000e+00
5.5096407e+00 -1.9074262e+00 6.9354027e+00 1.0000000e+00
6.0490810e+00 1.0052237e+00 4.9658810e+00 1.0000000e+00
6.4087807e+00 6.2976345e-01 6.9387279e+00 0.0000000e+00
5.7340468e+00 4.0873923e-02 5.5941076e+00 1.0000000e+00
4.5862232e+00 4.4733771e-01 3.4509181e+00 0.0000000e+00
6.6131147e+00 1.1267533e-01 5.2209681e+00 0.0000000e+00
5.6792135e+00 1.7512251e+00 6.2788833e+00 1.0000000e+00
3.9291538e+00 3.0063476e-01 6.2655247e+00 1.0000000e+00
4.0803126e+00 6.0736683e-01 6.7175870e+00 1.0000000e+00
3.9486958e+00 -1.1463294e+00 8.1014835e+00 0.0000000e+00
6.4746390e+00 6.1446618e-01 6.3203880e+00 1.0000000e+00
3.3544702e+00 -1.8207101e+00 6.4129407e+00 0.0000000e+00
6.5006725e+00 9.7555753e-01 5.9425751e+00 1.0000000e+00
6.1121561e+00 6.2667836e-01 5.4044868e+00 0.0000000e+00
6.4889932e+00 -6.7262264e-01 6.8958156e+00 0.0000000e+00
5.9055103e+00 4.8084488e-01 5.2239040e+00 1.0000000e+00
5.1233611e+00 -1.5363794e+00 5.3130180e+00 1.0000000e+00
6.0722625e+00 1.5387949e+00 5.8992627e+00 0.0000000e+00
5.4288934e+00 -1.6527592e+00 4.7968915e+00 1.0000000e+00
5.0014936e+00 3.2094510e-01 3.7746212e+00 0.0000000e+00
5.1897026e+00 -1.5887816e+00 6.8414157e+00 1.0000000e+00
5.3658895e+00 7.6168962e-01 3.1780074e+00 0.0000000e+00
4.9454829e+00 -5.7589384e-01 6.5917481e+00 1.0000000e+00
4.5449864e+00 3.2648185e-01 3.7533797e+00 0.0000000e+00
3.7917090e+00 1.8612804e+00 5.0997741e+00 0.0000000e+00
5.9879528e+00 2.9837448e-01 4.0456308e+00 0.0000000e+00
4.5280128e+00 -2.1220696e+00 3.5173315e+00 0.0000000e+00
4.5148775e+00 -1.0452687e+00 8.3236158e+00 0.0000000e+00
5.3681677e+00 -1.0308090e+00 4.9307678e+00 1.0000000e+00
3.3323472e+00 -9.8958089e-01 4.1121676e+00 0.0000000e+00
4.7036652e+00 7.5533016e-02 6.8444087e+00 1.0000000e+00
6.6655247e+00 1.3548941e+00 5.2019279e+00 1.0000000e+00
6.2195424e+00 1.1250539e+00 7.7008469e+00 0.0000000e+00
2.9550171e+00 -1.5994851e-01 6.3258126e+00 0.0000000e+00
2.8294908e+00 -2.2281806e+00 4.3341877e+00 0.0000000e+00
3.3738204e+00 -2.0705052e-01 8.1667101e+00 0.0000000e+00
4.3700784e+00 -5.9040182e-01 4.3954120e+00 1.0000000e+00
4.4269791e+00 1.0519665e+00 6.5334179e+00 1.0000000e+00
5.0784559e+00 2.9084589e-01 4.5763109e+00 1.0000000e+00
5.0664025e+00 -8.2353871e-01 7.5546321e+00 1.0000000e+00
3.6096846e+00 4.0793952e-01 5.6837547e+00 1.0000000e+00
5.1102080e+00 -8.3215765e-01 4.6685535e+00 1.0000000e+00
5.2871718e+00 1.3151321e+00 7.2686272e+00 1.0000000e+00
4.5564517e+00 9.6557430e-01 5.6967701e+00 1.0000000e+00
2.6456176e+00 5.1782078e-01 5.3767606e+00 0.0000000e+00
6.5946154e+00 1.8062892e-01 4.8920100e+00 0.0000000e+00
4.9541007e+00 1.8399190e-01 4.5294415e+00 0.0000000e+00
4.5130863e+00 -2.0333534e+00 4.5519538e+00 1.0000000e+00
4.9764315e+00 -4.6675057e-01 4.0650168e+00 1.0000000e+00
2.4598684e+00 6.9386435e-01 6.1008377e+00 0.0000000e+00
3.3241752e+00 -7.0104598e-01 6.1310476e+00 0.0000000e+00
5.4560443e+00 -1.5375940e+00 6.9186724e+00 1.0000000e+00
6.2441651e+00 4.6395891e-01 4.6308146e+00 1.0000000e+00
5.5109024e+00 1.2086843e-01 3.0887376e+00 0.0000000e+00
4.6423575e+00 -1.4956688e+00 7.2825115e+00 1.0000000e+00
5.0945365e+00 7.3639975e-01 3.1593727e+00 0.0000000e+00
4.2081421e+00 -7.2499065e-01 7.3495422e+00 1.0000000e+00
4.5646412e+00 1.1791324e+00 5.8855150e+00 1.0000000e+00
5.1710689e+00 3.9869986e-01 7.2870788e+00 1.0000000e+00
4.7814877e+00 1.7574624e-01 3.0991019e+00 0.0000000e+00
6.5976202e+00 -1.9615265e-01 5.3901853e+00 0.0000000e+00
4.7039888e+00 5.7196795e-01 6.3156586e+00 1.0000000e+00
5.9789419e+00 -4.2836592e-01 7.6555595e+00 1.0000000e+00
5.5066711e+00 6.6332546e-01 6.3982252e+00 1.0000000e+00
2.7553606e+00 -9.8536918e-01 7.4677562e+00 0.0000000e+00
5.9569367e+00 -1.3048473e+00 6.0686177e+00 1.0000000e+00
6.2687475e+00 -4.6099698e-01 6.8979180e+00 0.0000000e+00
3.8986732e+00 -2.3613884e-01 7.5836993e+00 0.0000000e+00
6.1597724e+00 9.1006016e-01 6.1847664e+00 1.0000000e+00
5.4695886e+00 8.2571868e-01 5.3539880e+00 1.0000000e+00
5.3903179e+00 3.0852495e-02 6.5246508e+00 1.0000000e+00
2.9740340e+00 -1.7308600e+00 4.7603345e+00 0.0000000e+00
3.9387478e+00 3.6170291e-01 5.2012949e+00 1.0000000e+00
4.2334002e+00 1.7027037e-01 4.0522037e+00 1.0000000e+00
6.2274625e+00 -1.0846363e+00 4.9225993e+00 0.0000000e+00
2.3512784e+00 5.2094109e-02 5.7364688e+00 0.0000000e+00
5.0877967e+00 -3.7224927e-01 6.2577836e+00 1.0000000e+00
5.3459546e+00 -1.7466540e-01 4.9297183e+00 1.0000000e+00
5.9749459e+00 -9.6806044e-01 3.4247380e+00 0.0000000e+00
4.3830980e+00 2.2729674e-01 4.0994730e+00 0.0000000e+00
5.2858422e+00 5.8710505e-01 4.3952201e+00 1.0000000e+00
2.7679118e+00 -5.5182156e-01 5.5293221e+00 0.0000000e+00
5.6869738e+00 5.3563424e-01 4.3719477e+00 1.0000000e+00
4.4003397e+00 -6.8084510e-01 7.1622318e+00 1.0000000e+00
6.4919940e+00 -2.7724710e-01 6.6053630e+00 0.0000000e+00
2.5603669e+00 4.2891182e+00 7.4448695e+00 0.0000000e+00
4.1542576e+00 2.2246802e+00 5.1809192e+00 1.0000000e+00
6.5145508e+00 -4.0593881e-01 6.1637336e+00 1.0000000e+00
4.0042400e+00 7.4888539e-01 6.0240572e+00 1.0000000e+00
5.9469493e+00 4.5195886e-01 6.0143652e+00 0.0000000e+00
5.9370588e+00 -9.9052637e-01 5.0213737e+00 1.0000000e+00
5.0461143e+00 3.1263377e-01 5.8281810e+00 1.0000000e+00
4.8193677e+00 2.7088342e-01 4.4087425e+00 1.0000000e+00
5.6900057e+00 -6.8808756e-01 5.7389548e+00 1.0000000e+00
5.2718051e+00 3.6009163e-01 6.0998963e+00 1.0000000e+00
5.2288466e+00 -8.0145200e-01 4.6867019e+00 1.0000000e+00
4.1582555e+00 2.9530730e+00 7.6869491e+00 0.0000000e+00
5.6471317e+00 9.2208033e-01 6.7751527e+00 1.0000000e+00
5.4851841e+00 -3.8826986e-02 2.8763784e+00 0.0000000e+00
5.4266996e+00 -3.7929144e-01 4.9284806e+00 1.0000000e+00
3.3466791e+00 1.4775986e+00 5.4439323e+00 1.0000000e+00
7.0099092e+00 -8.5897815e-01 6.6015115e+00 0.0000000e+00
3.0655600e+00 1.6353719e+00 6.0343468e+00 0.0000000e+00
5.8812131e+00 -7.6206123e-03 7.9488361e+00 0.0000000e+00
5.2929097e+00 7.4156292e-01 5.7661741e+00 1.0000000e+00
6.9395859e+00 -5.0021045e-01 3.6841190e+00 0.0000000e+00
2.4891233e+00 -5.6160187e-01 6.6287727e+00 0.0000000e+00
5.0540068e+00 3.3469941e-02 7.3480104e+00 1.0000000e+00
4.6808689e+00 -8.8379618e-01 4.3060880e+00 1.0000000e+00
6.4957861e+00 2.9080009e-02 5.4371394e+00 1.0000000e+00
4.0437424e+00 -2.5018705e-01 4.5221947e+00 1.0000000e+00
4.9699481e+00 5.6619306e-01 5.7210776e+00 1.0000000e+00
5.9578883e+00 1.6063456e+00 5.0079067e+00 0.0000000e+00
5.1144569e+00 -1.7708292e-01 5.7024767e+00 1.0000000e+00
3.4160288e+00 8.7912358e-01 5.1991374e+00 0.0000000e+00
4.8256484e+00 6.6091611e-04 4.2799849e+00 0.0000000e+00
4.8536201e+00 -1.1481379e+00 6.4422865e+00 1.0000000e+00
4.5172856e+00 3.8619850e-02 5.5899982e+00 1.0000000e+00
3.8492036e+00 -1.3637236e+00 4.6081581e+00 0.0000000e+00
5.3832652e+00 1.1122234e+00 3.0723926e+00 0.0000000e+00
5.3458346e+00 -1.6058359e+00 5.6404082e+00 1.0000000e+00
4.0369758e+00 2.6581378e-01 4.8149206e+00 1.0000000e+00
6.1369698e+00 -1.8881221e-01 6.6272812e+00 0.0000000e+00
4.5890499e+00 -2.4006994e-01 7.2634055e+00 1.0000000e+00
2.6897548e+00 1.1020145e+00 7.3053109e+00 0.0000000e+00
6.3031462e+00 4.3850613e-01 7.2278861e+00 0.0000000e+00
3.8451521e+00 1.1918728e+00 7.6632258e+00 0.0000000e+00
6.2668741e+00 1.0386670e-01 5.9230024e+00 1.0000000e+00
4.6142353e+00 -6.1436328e-01 4.0353085e+00 0.0000000e+00
4.7274342e+00 -1.2801446e+00 7.3506372e+00 1.0000000e+00
4.3061334e+00 2.7230388e-03 4.9042846e+00 1.0000000e+00
5.6224899e+00 -1.1088973e+00 3.5398429e+00 0.0000000e+00
6.1785978e+00 -2.9377424e-01 6.6520429e+00 0.0000000e+00
6.2158033e+00 -9.0539408e-01 4.2403923e+00 0.0000000e+00
6.1777735e+00 4.3962906e-01 7.3038501e+00 1.0000000e+00
4.5549663e+00 -8.5343808e-01 7.3750665e+00 1.0000000e+00
6.3568473e+00 1.6868206e+00 6.2673698e+00 0.0000000e+00
3.0757705e+00 1.2450348e+00 6.7143641e+00 0.0000000e+00
5.4351680e+00 -1.0197842e-01 3.5392990e+00 1.0000000e+00
4.2182871e+00 -2.1141158e-01 5.7398022e+00 1.0000000e+00
5.1321199e+00 1.5519533e-01 4.3141126e+00 1.0000000e+00
6.5493684e+00 4.2434222e-01 5.7006739e+00 1.0000000e+00
5.5857081e+00 6.2801422e-01 5.9836238e+00 1.0000000e+00
5.1194584e+00 -8.8615140e-01 4.2930240e+00 0.0000000e+00
5.3814235e+00 8.0091153e-01 3.3944633e+00 0.0000000e+00
3.6162443e+00 -3.8576270e-01 5.7067255e+00 0.0000000e+00
5.2581030e+00 -7.4856426e-01 4.0969938e+00 1.0000000e+00
4.1686729e+00 3.3170731e-01 3.2728107e+00 0.0000000e+00
5.7270279e+00 2.1041750e-01 3.9692077e+00 0.0000000e+00
4.2977089e+00 1.2472125e-01 3.6706513e+00 0.0000000e+00
6.1683529e+00 -4.6550631e-01 5.1911266e+00 1.0000000e+00
4.5331064e+00 9.8673797e-01 4.5438187e+00 1.0000000e+00
5.1166504e+00 -2.4030261e-01 6.7135329e+00 1.0000000e+00
2.5460374e+00 -1.1468240e+00 5.5413298e+00 0.0000000e+00
5.6335042e+00 -1.2789856e+00 4.9346959e+00 1.0000000e+00
5.0858156e+00 -1.9935255e+00 6.2973048e+00 1.0000000e+00
5.7067388e+00 3.7428638e-01 5.3630341e+00 1.0000000e+00
4.9609275e+00 6.0202122e-01 7.7620694e+00 1.0000000e+00
5.2187436e+00 -1.6882960e+00 6.8619823e+00 1.0000000e+00
5.3014142e+00 -9.6410803e-01 4.6758404e+00 1.0000000e+00
4.2536038e+00 8.6158138e-01 6.8311561e+00 1.0000000e+00
4.4922091e+00 -3.9686217e-01 6.3589204e+00 1.0000000e+00
4.4393641e+00 -4.4673081e-01 7.1347926e+00 1.0000000e+00
6.5562173e+00 1.8703255e+00 4.8360828e+00 1.0000000e+00
6.5789963e+00 9.0243326e-01 6.0377617e+00 1.0000000e+00
6.2225617e+00 -2.4860654e-01 6.2792596e+00 1.0000000e+00
4.2857704e+00 -5.4419138e-01 8.2538304e+00 0.0000000e+00
5.1917852e+00 -1.3786848e+00 7.2641828e+00 0.0000000e+00
6.0724868e+00 -4.4407073e-01 8.5352186e+00 0.0000000e+00
5.8550253e+00 3.2121275e-02 5.4904717e+00 1.0000000e+00
6.1899431e+00 3.5476530e-01 4.3540714e+00 0.0000000e+00
3.2671946e+00 -5.8329639e-01 4.8388709e+00 0.0000000e+00
3.1682335e+00 1.7449171e+00 6.7246291e+00 0.0000000e+00
6.2182903e+00 -7.4399304e-01 6.4537458e+00 0.0000000e+00
5.5052432e+00 1.4005886e-02 6.5581632e+00 1.0000000e+00
4.5522005e+00 -6.0251707e-01 3.5855311e+00 0.0000000e+00
3.4134546e+00 7.7520766e-01 7.2393951e+00 0.0000000e+00
5.0566110e+00 4.8307030e-01 5.5108633e+00 1.0000000e+00
5.3713864e+00 -1.9185886e+00 4.0143766e+00 0.0000000e+00
4.0196466e+00 1.4538863e+00 8.2102511e+00 0.0000000e+00
2.9408419e+00 8.7235928e-01 5.3745867e+00 0.0000000e+00
4.3235467e+00 5.2655113e-01 7.0226488e+00 1.0000000e+00
4.4786004e+00 -1.6166829e+00 7.6067570e+00 1.0000000e+00
4.7585234e+00 7.5497579e-01 4.5290275e+00 1.0000000e+00
6.9407434e+00 -1.1888054e+00 5.9454037e+00 0.0000000e+00
3.7796310e+00 -1.5267025e+00 4.8599445e+00 0.0000000e+00
3.3237476e+00 -1.7835384e-01 5.2936869e+00 1.0000000e+00
7.0356023e+00 -7.4292930e-01 6.2588945e+00 0.0000000e+00
6.1780666e+00 1.1913739e+00 3.7348267e+00 0.0000000e+00
6.1337529e+00 1.0153594e+00 4.5101413e+00 1.0000000e+00
4.6259470e+00 -1.1949479e-01 3.6288153e+00 0.0000000e+00
